ID,Predicted
000,6.355824e-10
001,0.99999976
002,1.3761757e-09
003,1.0
004,8.525985e-10
005,9.6435e-09
006,0.9999999
007,9.284691e-15
008,1.1350435e-07
009,0.0006566964
010,1.0
011,9.495091e-10
012,1.0
013,1.152228e-06
014,0.0006302576
015,0.933493
016,1.0
017,3.4392028e-10
018,0.9998105
019,3.847526e-13
020,8.489966e-16
021,4.920782e-08
022,9.893643e-16
023,3.0963937e-14
024,4.427439e-08
025,1.0
026,1.0
027,1.0
028,1.0
029,1.0
030,1.0
031,1.0
032,0.38324746
033,1.1195604e-11
034,1.9198775e-12
035,1.0
036,6.1321393e-18
037,8.3251015e-09
038,1.0
039,1.01762886e-07
040,1.0
041,1.0
042,2.8731843e-13
043,1.1253871e-09
044,1.5236045e-09
045,1.0
046,2.4726885e-06
047,3.6207174e-12
048,0.22197822
049,2.197522e-08
050,3.2446043e-13
051,2.9567886e-09
052,1.0
053,4.787776e-09
054,0.9999999
055,1.0
056,1.0
057,4.0016556e-07
058,4.826811e-12
059,5.053577e-11
060,1.0
061,5.1397947e-10
062,2.425929e-06
063,1.0
064,6.8822075e-12
065,8.2617845e-08
066,0.00022125136
067,1.4200368e-12
068,1.0
069,2.1591732e-06
070,1.0
071,1.0
072,2.9614257e-05
073,1.576209e-08
074,1.1047601e-08
075,0.022112401
076,1.0632518e-09
077,0.99999964
078,3.354301e-11
079,1.0
080,1.0
081,0.89825726
082,0.007091545
083,0.973592
084,1.0
085,1.0
086,2.427037e-07
087,5.285009e-09
088,0.0015961007
089,0.9999994
090,6.0348887e-12
091,1.0
092,1.0
093,1.0
094,0.00043467627
095,1.0
096,5.646521e-07
097,6.777298e-14
098,0.104765035
099,3.7874437e-05
100,1.0
101,1.0
102,0.00068175624
103,0.99976295
104,1.7663184e-07
105,0.9999988
106,1.0
107,1.0228845e-08
108,1.0
109,1.0
110,0.052346855
111,0.9999424
112,4.5435873e-09
113,1.0
114,1.0
115,1.0
116,0.0025694112
117,1.0
118,0.9999714
119,1.3196082e-10
120,1.4698357e-08
121,0.9999995
122,1.5267053e-06
123,8.00567e-05
124,1.1335669e-09
125,1.0
126,1.0
127,1.0
128,0.99273115
129,1.0899156e-06
130,1.0
131,1.0
132,2.7289813e-09
133,0.1120316
134,0.0047579156
135,1.0
136,7.613594e-07
137,2.8636108e-05
138,1.0
139,1.0
140,0.72398144
141,2.9333714e-12
142,5.24431e-13
143,2.9242895e-07
144,1.8788803e-08
145,1.0
146,1.0
147,1.6148543e-14
148,1.0
149,1.0
150,0.0223491
151,6.522896e-06
152,0.05805893
153,1.0
154,1.0
155,2.473267e-05
156,0.0012061966
157,1.0
158,1.0
159,1.0462974e-11
160,1.0
161,1.0
162,0.9999999
163,1.0
164,1.0
165,3.6742195e-10
166,2.9078526e-12
167,9.459662e-10
168,1.0
169,0.47017783
170,0.0036996205
171,8.729725e-09
172,0.015654087
173,1.0
174,1.0
175,3.8817703e-05
176,0.9992625
177,1.0
178,1.0043101e-08
179,0.9971892
180,1.5645311e-07
181,1.7163377e-09
182,1.0
183,1.0
184,1.0
185,1.34102e-07
186,9.825341e-07
187,1.0
188,1.0
189,2.8743177e-10
190,1.0
191,1.0
192,1.0
193,4.835687e-11
194,1.0
195,1.0
196,0.99984145
197,1.0950213e-09
198,7.169317e-15
199,1.0
200,0.9999654
201,1.0
202,1.0
203,1.0
204,1.0
205,0.021577157
206,1.879796e-10
207,1.0
208,1.0
209,9.261808e-14
210,4.0605683e-12
211,1.0
212,1.0
213,1.0
214,1.0
215,1.0
216,1.0
217,1.5300242e-11
218,1.0
219,9.008466e-05
220,1.0
221,1.0
222,1.0
223,1.0114415e-09
224,1.3028698e-13
225,0.9999995
226,3.2445615e-09
227,0.0001929915
228,1.3789937e-11
229,1.0
230,1.0
231,1.8201736e-12
232,2.112764e-08
233,1.0
234,1.0
235,5.9974235e-12
236,0.00015955673
237,1.0
238,0.9410763
239,1.0
240,0.000110623834
241,0.79651463
242,0.99999714
243,1.0
244,1.679443e-06
245,6.7087574e-05
246,9.088951e-08
247,1.0
248,1.0
249,1.0
250,1.0
251,0.992502
252,1.7117136e-05
253,1.0
254,1.0
255,0.0034947877
256,1.607869e-17
257,5.0720133e-14
258,1.3225298e-12
259,0.0048537105
260,4.385447e-13
261,1.6653028e-13
262,8.281692e-09
263,1.0
264,0.99999964
265,1.0
266,1.0
267,1.0
268,2.2103968e-09
269,1.0
270,4.7979416e-09
271,0.9991485
272,0.999997
273,1.0
274,0.00023717218
275,1.0
276,1.0
277,0.99997747
278,1.0
279,1.0
280,2.346198e-12
281,1.0
282,1.0
283,0.99999964
284,1.0
285,1.4247209e-10
286,0.00036148718
287,1.9544574e-15
288,1.7772153e-09
289,1.0
290,5.18544e-08
291,2.6320919e-08
292,0.0052024904
293,1.748476e-11
294,4.0868894e-10
295,1.8058013e-13
296,4.157136e-05
297,0.041904125
298,3.631471e-09
299,1.7705852e-11
300,7.400352e-05
301,1.0
302,1.0
303,1.0
304,1.0
305,1.0
306,1.0
307,1.0
308,5.719359e-05
309,5.5753857e-10
310,0.00021895801
311,1.0
312,1.0
313,1.0
314,1.0
315,1.0
316,1.0
317,6.713965e-08
318,8.904656e-06
319,0.04821474
320,1.4302134e-05
321,1.5921081e-08
322,1.0
323,1.0
324,1.0
325,1.0
326,7.825061e-14
327,4.7172266e-09
328,3.771225e-08
329,4.9078325e-10
330,0.9988966
331,1.0
332,3.5750863e-10
333,1.0
334,1.0
335,6.473577e-12
336,7.0355815e-09
337,1.6361001e-11
338,1.0
339,1.0
340,1.0
341,4.2579562e-05
342,0.010224133
343,1.0
344,1.0
345,1.0
346,1.0
347,1.0
348,5.4325067e-10
349,6.1246537e-12
350,1.0
351,4.7081816e-10
352,1.0
353,1.3297988e-07
354,1.0
355,1.8024577e-08
356,3.316069e-15
357,2.8960908e-08
358,2.9852594e-12
359,0.99473935
360,1.0
361,9.173977e-07
362,8.640389e-09
363,0.9961784
364,1.6231318e-12
365,8.159861e-09
366,1.0
367,1.0
368,2.522739e-05
369,1.0
370,2.570831e-07
371,0.9999846
372,2.6059102e-09
373,9.793882e-10
374,1.5396336e-06
375,1.0
376,4.89701e-05
377,7.6809826e-08
378,0.010061507
379,1.0
380,1.0
381,0.00017559885
382,1.0
383,1.5529578e-10
384,4.6409784e-07
385,1.0
386,1.0
387,1.0
388,1.0
389,1.0
390,2.5785716e-14
391,1.0
392,1.0
393,9.322644e-08
394,1.0
395,1.0
396,0.42222783
397,1.0212795e-13
398,5.3180677e-19
399,1.277273e-09
